,candidate,tweet,date
80,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:57
81,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:56
82,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:53
83,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:52
84,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:51
85,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:44
86,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:41
87,Josh Hawley,"Missouri, vote for Josh Hawley!
Indiana, vote for Mike Braun!
New Jersey, vote for Bob Hugin!
Georgia, vote for Brian Kemp!
Florida, vote for Rick Scott and Ron DeSantis! 
New Hampshire, vote with Eddie Edwards! 
Michigan ,vote for John James! 
Arizona, vote for Martha McSally! https://t.co/XAjXtSySWX",2018-11-04 23:59:40
88,Josh Hawley,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:39
89,Josh Hawley,"#MISSOURI #CONSERVATIVES #WALKAWAY

This week Claire McCaskill tried representing herself as a Centrist &amp; distance herself from Pelosi/Schumer.

LIES!  She is the Radical Left &amp; has a worse conservative record than PELOSI!

Vote JOSH HAWLEY FOR SENATE 
#VoteRed #VoteDemsOut https://t.co/b5S7nS3abY",2018-11-04 23:59:39
90,Claire McCaskill,"#MISSOURI #CONSERVATIVES #WALKAWAY

This week Claire McCaskill tried representing herself as a Centrist &amp; distance herself from Pelosi/Schumer.

LIES!  She is the Radical Left &amp; has a worse conservative record than PELOSI!

Vote JOSH HAWLEY FOR SENATE 
#VoteRed #VoteDemsOut https://t.co/b5S7nS3abY",2018-11-04 23:59:39
91,Claire McCaskill,Claire McCaskill Under Fire After Staffer Admits Planned Parenthood Secretly Funnels Money to Her https://t.co/13jyfaZd9O https://t.co/mIaBmujmpo,2018-11-04 23:59:15
92,Claire McCaskill,Claire McCaskill Under Fire After Staffer Admits Planned Parenthood Secretly Funnels Money to Her https://t.co/13jyfaZd9O https://t.co/mIaBmujmpo,2018-11-04 23:59:06
93,Claire McCaskill,"Claire McCaskill stands with them, not Missouri. Find your polling place now and vote November 6th!",2018-11-04 23:59:05
94,Claire McCaskill,"@CandiceRoyer Me! Red MO, where I’m afraid we might lose our one Democrat, Claire McCaskill, to trump, yes man, Josh Hawley. I might need to move if that happens.",2018-11-04 23:58:59
95,Claire McCaskill,"💥💥 MISSOURI ELECTION ALERT 💥💥
If you want want Border Security, and to preserve your way of life, it’s time to say goodbye the Claire McCaskill
And vote for Josh Hawley @HawleyMO for U.S Senate.  Our President agrees that Josh Hawley is the right choice for Missouri. https://t.co/jseG3AfjFW",2018-11-04 23:58:57
96,Claire McCaskill,Claire McCaskill Under Fire After Staffer Admits Planned Parenthood Secretly Funnels Money to Her https://t.co/13jyfaZd9O https://t.co/mIaBmujmpo,2018-11-04 23:58:55
97,Claire McCaskill,@MomsDemand is getting out the Vote for Claire McCaskill @McCaskill4MO &amp; Cort VanOstran @cortvo! We need to do it too! #VoteDem #WaveCast #WaveCastMO  #FlipTheHouse #FlipTheSenate 💥 Vote! 💥 https://t.co/eKue6XWJRA,2018-11-04 23:58:44
98,Claire McCaskill,@MeetThePress @MorganRadford Republicans want to take away protections for people with pre-existing health conditions like asthma &amp; diabetes. Republicans voted to take away those protections last year and are suing to take away the pre-existing protections. Vote for Claire McCaskill,2018-11-04 23:58:35
99,Claire McCaskill,"Protect SS, Medicare and Medicaid get out and vote BLUE! 
Re-elect Blue Senators: Heide Heitkamp for North Dakota, 
Claire McCaskill for Missouri, Joe Donnelly for Indiana, Jon Tester for Montana,
Bob Menendez for New Jersey, Tammy Baldwin for Wisconsin,
Sherrod Brown of Ohio! https://t.co/2TQotnHnWx",2018-11-04 23:58:24
100,Marsha Blackburn,.@realDonaldTrump Vice President Pence and Marsha Blackburn are en route to McKenzie Arena for President Trump's rally. https://t.co/dx725ZH9Ub,2018-11-04 23:59:59
101,Marsha Blackburn,"Good thing there's no need for Corker to grow a set since he declined to say whether or not he voted for Marsha Blackburn

Are you packing up your office yet, Bob? I suggest using the cardboard boxes from your Sam's Club soy milk supply

Pack it up, Bob!  https://t.co/grJ1qaLhAn",2018-11-04 23:59:59
102,Marsha Blackburn,Marsha Blackburn tells voters she's fighting opioids. Her track record doesn't agree. https://t.co/vE5ID1NQYm https://t.co/gqWKwLefFh,2018-11-04 23:59:58
103,Marsha Blackburn,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:57
104,Marsha Blackburn,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:56
105,Marsha Blackburn,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:53
106,Marsha Blackburn,.@realDonaldTrump Vice President Pence and Marsha Blackburn are en route to McKenzie Arena for President Trump's rally. https://t.co/dx725ZH9Ub,2018-11-04 23:59:53
107,Marsha Blackburn,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:52
108,Marsha Blackburn,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:51
109,Marsha Blackburn,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:44
110,Phil Bredesen,"@VoteMarsha @realDonaldTrump Neither you or Trump have a thimble full of accomplishments combined!  We NEED leadership....we NEED progress....
PHIL BREDESEN can deliver both.",2018-11-04 23:59:58
111,Phil Bredesen,"Let’s do our part to end hyper-partisan gridlock in Washington and send Phil Bredesen! #GoVoteTN https://t.co/1OVMph7Kkl
Our national politics have lost touch. The grudges &amp; disagreements have become too great. My mission today is to ask you to join me in fixing it. I want to go to work to restore the idea that America is something new, something exceptional.
https://t.co/JdEcRaCnES",2018-11-04 23:59:25
112,Phil Bredesen,@realDonaldTrump We don't want you here. You must be desperate to hold onto the Senate.  We don't want Blackburn going to the Senate. We will vote for Phil Bredesen. #VoteBlue #BlueWave #VoteDem #VoteDemocrat #GOPVotingBlue,2018-11-04 23:58:22
113,Phil Bredesen,"Mildly interesting red-state trend: Heidi Heitkamp and Claire McCaskill are losing steam down the stretch while Joe Manchin, Joe Donnelly, Phil Bredesen and Beto O’Rourke are either ahead or closing in. 🤔",2018-11-04 23:57:46
114,Phil Bredesen,“A vote for Phil Bredesen… is a vote for cryin’ Chuck Schumer to be Majority Leader” -@SenJohnson,2018-11-04 23:56:39
115,Phil Bredesen,"Taylor Swift announces on Instagram that she cast an early vote for Democratic Senate candidate Phil Bredesen in Tennessee, and urged others in the state to do the same. 

https://t.co/CNIYs0nCMd",2018-11-04 23:56:01
116,Phil Bredesen,"This election cycle, the NRA has spent $1.1 million attacking Joe Donnelly.

Just last week, it spent $195,248 attacking Phil Bredesen and $170,951 attacking Claire McCaskill.

Democrats want to do something about the gun violence epidemic so the NRA is spending big to stop them.",2018-11-04 23:55:57
117,Phil Bredesen,"Four Questions for America’s Ugliest Campaign https://t.co/fVEe4S4dIu. MARSHA BLACKBURN BOUGHT BY DRUG COMPANIES, WHO PAYS FOR HER VOTES! VOTE BREDESEN!!!",2018-11-04 23:53:40
118,Phil Bredesen,"Four Questions for America’s Ugliest Campaign https://t.co/fVEe4S4dIu. MARSHA BLACKBURN BOUGHT BY DRUG COMPANIES, WHO PAYS FOR HER VOTES! VOTE BREDESEN!!!",2018-11-04 23:53:28
119,Phil Bredesen,"State Senator Jack Johnson repeatedly rips into Democrats, particularly Phil Bredesen, warranting applause for Marsha Blackburn.",2018-11-04 23:53:15
120,Mike Braun,IndyStar Editorial Board: Why Mike Braun is right choice for U.S. Senate https://t.co/5RLkaOUUIp via @indystar @braun4indiana is without a doubt the best choice! @realDonaldTrump @MikePenceVP @Jim_Banks,2018-11-04 23:59:59
121,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:57
122,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:56
123,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:53
124,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:52
125,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:51
126,Mike Braun,"IndyStar Editorial Board: “For Hoosiers who are generally happy with Trump's performance and who want a senator who will help drive the administration's agenda on Capitol Hill, Mike Braun is the ideal choice in this year's Senate race.” #INSen https://t.co/FQcaW4ilSb",2018-11-04 23:59:48
127,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:44
128,Mike Braun,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:41
129,Mike Braun,"Missouri, vote for Josh Hawley!
Indiana, vote for Mike Braun!
New Jersey, vote for Bob Hugin!
Georgia, vote for Brian Kemp!
Florida, vote for Rick Scott and Ron DeSantis! 
New Hampshire, vote with Eddie Edwards! 
Michigan ,vote for John James! 
Arizona, vote for Martha McSally! https://t.co/XAjXtSySWX",2018-11-04 23:59:40
130,Joe Donnelly,"By campaigning with Obama, Mexico Joe Donnelly is proving his allegiance to the angry liberal mob.

Donnelly voted no on Kavanaugh, yes on the Iran deal, &amp; was even a superdelegate for Hillary Clinton.

He sent Hoosier jobs to Mexico. Now it’s time to send him packing! #INSen",2018-11-04 23:59:57
131,Joe Donnelly,"@BarackObama is a Joe fan. @JoeBiden, and Joe Donnelly @JoeforIndiana. #VoteJoe, he’s what #Hoosiers need. #WaveCast #WaveCastIN #FlipTheSenate 💥 #Indiana https://t.co/7KZSNHGPKh",2018-11-04 23:59:51
132,Joe Donnelly,Rumor has it that Senator Joe Donnelly of Indiana is paying for Facebook ads for his so-called opponent on the libertarian ticket. Donnelly is trying to steal the election? Isn’t that what Russia did!?,2018-11-04 23:59:47
133,Joe Donnelly,"By campaigning with Obama, Mexico Joe Donnelly is proving his allegiance to the angry liberal mob.

Donnelly voted no on Kavanaugh, yes on the Iran deal, &amp; was even a superdelegate for Hillary Clinton.

He sent Hoosier jobs to Mexico. Now it’s time to send him packing! #INSen",2018-11-04 23:59:42
134,Joe Donnelly,Joe Donnelly Running Stealth Facebook Ads Boosting Libertarian In Senate Race https://t.co/k1ft69KS1i via @weaselzippers,2018-11-04 23:59:40
135,Joe Donnelly,"Joe Donnelly, D-candidate for Senate in Indiana said today he helped cast the vote to ""Save Healthcare.""

""And Mitch McConnell has told us he's going after Social Security and Medicare.""

And he even did it with a Straight Face.

Get rid of this LIAR Indiana. 
Vote Red Nov 6th.",2018-11-04 23:59:37
136,Joe Donnelly,"@BarackObama is a Joe fan. @JoeBiden, and Joe Donnelly @JoeforIndiana. #VoteJoe, he’s what #Hoosiers need. #WaveCast #WaveCastIN #FlipTheSenate 💥 #Indiana https://t.co/7KZSNHGPKh",2018-11-04 23:59:14
137,Joe Donnelly,"By campaigning with Obama, Mexico Joe Donnelly is proving his allegiance to the angry liberal mob.

Donnelly voted no on Kavanaugh, yes on the Iran deal, &amp; was even a superdelegate for Hillary Clinton.

He sent Hoosier jobs to Mexico. Now it’s time to send him packing! #INSen",2018-11-04 23:59:10
138,Joe Donnelly,"By campaigning with Obama, Mexico Joe Donnelly is proving his allegiance to the angry liberal mob.

Donnelly voted no on Kavanaugh, yes on the Iran deal, &amp; was even a superdelegate for Hillary Clinton.

He sent Hoosier jobs to Mexico. Now it’s time to send him packing! #INSen",2018-11-04 23:58:59
139,Joe Donnelly,"By campaigning with Obama, Mexico Joe Donnelly is proving his allegiance to the angry liberal mob.

Donnelly voted no on Kavanaugh, yes on the Iran deal, &amp; was even a superdelegate for Hillary Clinton.

He sent Hoosier jobs to Mexico. Now it’s time to send him packing! #INSen",2018-11-04 23:58:51
140,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:59:55
141,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:58:11
142,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:58:05
143,Joe Manchin,"Mildly interesting red-state trend: Heidi Heitkamp and Claire McCaskill are losing steam down the stretch while Joe Manchin, Joe Donnelly, Phil Bredesen and Beto O’Rourke are either ahead or closing in. 🤔",2018-11-04 23:57:46
144,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:57:03
145,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:56:55
146,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:56:30
147,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:56:29
148,Joe Manchin,"Manchin: ‘Anybody’ Could Have Requested a ‘Governor’s Helicopter’ With Opioid Settlement Money. 

But it wasn’t anyone was it Joe? 

West Virginia you can do better. Vote ⁦@MorriseyWV⁩ #WVsen #wv #WestVirgina   https://t.co/7DQS6fIi5F",2018-11-04 23:56:15
149,Joe Manchin,"millennials are all out here selling our ass on patreon for rent money because you old mofuckers destroyed the economy and then killed our one shot at escaping 19 times as much college debt as you ever had and everyone  is like ""why aren't they voting for Joe Manchin?""",2018-11-04 23:55:43
150,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:57
151,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:56
152,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:53
153,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:52
154,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:51
155,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:44
156,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:41
157,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:39
158,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:37
159,Patrick Morrisey,"John James
Kevin Cramer
Matt Rosendale
Rick Scott
Martha McSally
Marsha Blackburn
Bob Hugin
Ron DeSantis
Ted Cruz
Karin Housley
Leah Vukmir
Josh Hawley
Dean Heller
Mike Braun
Patrick Morrisey
VOTE VOTE VOTE VOTE VOTE",2018-11-04 23:59:29
